ID,Glottocode,Noun_Class,Semantic_Categories,Unpossession_Marker_Type,Remark,Coder,Source,dd_Valency,dd_Semantic_Type,dd_Construction_Type_Simplified,dd_Construction_Type_Generic,dd_Unpossession_Construction
hopi1249_alienable,hopi1249,alienable,default,NA,No information on class distinctions found.,TH,jeanne1978hopi[112],Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
hual1241_alienable,hual1241,alienable,default,NA,,TH,weber1989huallagagrammar[255],Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
yauy1235_alienable,yauy1235,alienable,default,NA,,TH,shimelman2017yauyos[79],Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
huas1242_Class1.4,huas1242,Class1.4,default,NA,"The assumption that this class is the default (as opposed to 1.5) comes from the wider semantic categories present in the tables of nouns in the appendix. This is the Class 1 nouns which can also be possessed as Class 4. There are two sets of nouns not represented in this set: nouns which have the same possessed and unpossessed form (two words: 'word' and 'permission'), and obligatorily possessed nouns which have no un-possession construction ('homestead', 'interior', 'self', 'union'). The former we believe to be so marginal as to not constitute a class but just two exceptions, and the latter are (mostly) relational words which we have not categorized under possession for any language.",DI,"edmonson1988huastec[349-368,725-735]",Optionally possessed,Default,PSSD,MARKER,Noun
huas1242_Class3.4,huas1242,Class3.4,body;part,NA,"The semantics are derived from the few examples in the appendix: 'web, corncob, horn, arm, design', and that this class is described as a subset of ""Class 3"". These are the Class 3 elements that can take Class 4 suffixes as well.",DI,"edmonson1988huastec[349-368,725-738]",Optionally possessed,Inalienable,PSSD,MARKER,Noun
huas1242_Class3.5,huas1242,Class3.5,body;part,NA,"The semantics are derived from the few examples in the appendix: skull, joint, wedge, lid, retaining wall, wax. These are the Class 3 elements that can take Class 5 suffixes as well, although a small number of elements (only one of the words for 'hair' and the word for 'blood') seem to only be able to take Class 5 suffixes.",DI,"edmonson1988huastec[349-368,725-739]",Optionally possessed,Inalienable,PSSD,MARKER,Noun
huas1242_Class1.5,huas1242,Class1.5,plant_part,NA,The assumption that this class includes plant parts only comes from a review of the table of nouns present in the appendix. This is the Class 1 nouns which can also be possessed as Class 5.,DI,"edmonson1988huastec[349-368,725-736]",Optionally possessed,Inalienable,PSSD,MARKER,Noun
huas1242_Class2,huas1242,Class2,body;clothing;kin,SPECIAL_MARKER,"This class also includes inherent properties (e.g., ""strength""), kin does not include children, who are all possessed as though they were in the default category, and nouns derived by the suffixation of -tal, which derives an abstract category, all fall into this group.",DI,"edmonson1988huastec[349-368,725-737]",Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
hueh1236_inalienable,hueh1236,inalienable,kin;body;plant_part;part,3.INAN,"This category includes kinship, body (including excretions), plant and animal parts, parts of a whole (measurement of, base), and one of the words for tortilla.",DI,kung2007tepehua[353-363],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
hueh1236_alienable,hueh1236,alienable,default,NA,,DI,kung2007tepehua[353-363],Optionally possessed,Default,PSSD,MARKER,Noun
hupd1244_kinship,hupd1244,kinship,kin,NA,"Kinship terms have access to a direct possession construction, and unlike the construction for generic humans ('male', 'female') and plant parts, these constructions appear to be proper possession and not classificatory constructions. Epps claims kinship terms have to be un-possessed with the 3rd person tɨh= (or plural), as they are bound nouns, however elsewhere (epps2008hup:263) there is an example of an appropriate context where the root for ‘wife’ is used without a possessor and with no marking. It appears that there is something more complex going on with the boundedness of these roots, and we have not encoded an unpossession construction for them.",DI,epps2008hup[214-263],Optionally possessed,Inalienable,JUXT;PSSR,JUXT;MARKER,Noun
hupd1244_alienable,hupd1244,alienable,default,NA,"Body parts form a separate category, but only in possessor raising. “Generic humans” and “plant parts” are bound nouns which must have a preceding noun, most often 3rd person tɨh=, or a classificatory noun (banana leaf). If the tɨh= is interpreted as possession, then these are separate possession classes that have a direct juxtaposition construction, however there is not unambiguous evidence that this is a possession construction rather than a default “free form” construction. We do not code these as special possession classes. Epps also gives a part-whole construction PSSR PSSD, but this is again apparently compounding (e.g., ‘fishing line’) and not possession.",DI,epps2008hup[214-263],Optionally possessed,Default,PSSR,MARKER,Noun
hupa1239_inalienable,hupa1239,inalienable,body;plant_part;intimate_property;kin,NA,"Only a few plant parts, and there are some body parts that are not inflected. ‘Part’ potentially also belongs here.",TH,golla1970hupa[211],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
hupa1239_alienable,hupa1239,alienable,default,NA,,TH,golla1970hupa[210],Optionally possessed,Default,PSSD,MARKER,Noun
wyan1247_class1,wyan1247,class1,default,NA,"It is unknown if there is an alienability split, but two types of possession prefixes are used: Agentive and Patientive prefixes. The paucity of data only allows us to say that 'body' and 'kettle' use the agentive prefixes, and 'mother', 'doll', and 'leggings' the patientive. We are picking the agentive as the default category, but this is not clear from the source.",DI,kopris2001huron[346-350],Optionally possessed,Default,PSSD,MARKER,Noun
wyan1247_class2,wyan1247,class2,mixed,NA,"It is unknown if there is an alienability split, but two types of possession prefixes are used: Agentive and Patientive prefixes. The paucity of data only allows us to say that 'body' and 'kettle' use the agentive prefixes, and 'mother', 'doll', and 'leggings' the patientive. We are picking the agentive as the default category, but this is not clear from the source.",DI,kopris2001huron[346-350],Optionally possessed,Mixed,PSSD,MARKER,Noun
ikpe1245_alienable-n-0,ikpe1245,alienable-n-0,default,NA,"This class minimally includes club, gourd, bag, canoe, and curiously mouth. However, there is a large number of nouns that are possessed with -n for which the unpossession construction is unknown. Among them is a large number of Portuguese loans, which makes us believe that this is in fact the default class, and mouth is an exception.",AM;NCP;DI,pacheco2001ikpeng[93],Optionally possessed,Default,PSSD,MARKER,Noun
ikpe1245_inalienable-n-ngo,ikpe1245,inalienable-n-ngo,body;intimate_property,SPECIAL_MARKER,"This class minimally includes leg and shirt. However, there is a large number of nouns that are possessed with -n for which the unpossession construction is unknown. Among them there is a large number of body parts which we assume would belong to this class (i.e. they would be unpossessed with -ŋo). It is though possible that some body parts do not belong to this category (the only one found in the grammar is ""mouth"").",AM;NCP;DI,pacheco2001ikpeng[93-98],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
ikpe1245_inalienable-n-null,ikpe1245,inalienable-n-null,kin,NA,"There is no direct evidence for this class in the source. There are many kinship terms possessed with -n, with no mention how they can be unpossessed. We are assuming these cannot be unpossessed for the following reasons: no example of a generically possessed kinship term is ever given, despite multiple examples of generically possessed body parts. Also, the generically possessed inalienable nouns (with -ŋo) are presented as a subtype of inalienable nouns, leading us to believe that the rest of inalienable nouns must be obligatorily possessed.",AM;NCP;DI,pacheco2001ikpeng[98-100],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
ikpe1245_alienable-0-0,ikpe1245,alienable-0-0,mixed,NA,"This class minimally includes face, net, and food. However, there is a large number of nouns that are possessed without any additional morphology for which the unpossession construction is unknown. There is no indication that this class has a particular semantic core from the little information available, hence the semantic category ""mixed"". We did not consider this as the default class, since it doesn't seem to contain Portuguese loans, unlike the aleinable-n-0 class.",AM;NCP;DI,pacheco2001ikpeng[98-100],Optionally possessed,Mixed,JUXT,JUXT,Noun
ikpe1245_inalienable-0-ngo,ikpe1245,inalienable-0-ngo,body,SPECIAL_MARKER,"This class minimally includes navel. However, there is a large number of nouns that are possessed without any additional morphology for which the unpossession construction is unknown. Among them there is a number of body parts which we assume would belong to this class (i.e. they would be unpossessed with -ŋo). It is though possible that some body parts do not belong to this category (the only one found in the grammar is ""face"").",AM;NCP;DI,pacheco2001ikpeng[93-98],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
ikpe1245_inalienable-0-null,ikpe1245,inalienable-0-null,kin,NA,"There is no direct evidence for this class in the source. There are many kinship terms possessed without additional morphology with no mention how they can be unpossessed. We are assuming these cannot be unpossessed for the following reasons: no example of a generically possessed kinship term is ever given, despite multiple examples of generically possessed body parts. Also, the generically possessed inalienable nouns (with -ŋo) are presented as a subtype of inalienable nouns, leading us to believe that the rest of inalienable nouns must be obligatorily possessed.",AM;NCP;DI,pacheco2001ikpeng[93-98],Obligatorily possessed,Inalienable,JUXT,JUXT,NULL
ikpe1245_alienable-ri-0,ikpe1245,alienable-ri-0,body,NA,"This class minimally includes breast and penis. However, there are some other nouns that take suffix -rɨ when possessed, for which the unpossession construction is not given. We assume that they are unpossessed with no additional morphology, since there is no example of a noun that takes -rɨ for possession and -ŋo for unpossession. These additional inferred members are: helper, feather, hand, testicle, knee; also contains loanword for ""soap"".",AM;NCP;DI,pacheco2001ikpeng[93-98],Optionally possessed,Inalienable,PSSD,MARKER,Noun
ikpe1245_inalienable-ru-ngo,ikpe1245,inalienable-ru-ngo,body,SPECIAL_MARKER,"This class minimally includes eye and saliva. However, there are two other nouns that take suffix -ru or -lu when possessed, for which the unpossession construction is not given. We assume that they are also unpossessed with the addition of -ŋo, since there is no example of a noun that takes -ru or -lu for possession and is unpossessed differently. These additional inferred members are scrotum and blood.",AM;NCP;DI,pacheco2001ikpeng[93-98],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
ikpe1245_inalienable-txi-ngo,ikpe1245,inalienable-txi-ngo,body,SPECIAL_MARKER,"This class minimally includes neck, head, arm, shoulder blade. The unpossession construction for this class is unknown. We assume that these nouns are unpossessed with -ŋo (despite absence of any evidence) because this seems to be the common unpossession construction for body parts. The alternative option would be that they are normally unpossessed without any special morphology, following a small number of body parts that behave this way.",AM;NCP;DI,pacheco2001ikpeng[93-98],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
ikpe1245_SUPPLETIVE,ikpe1245,SUPPLETIVE,mixed,NA,"These nouns are possessed with one of the possession suffixes, but undergo stem changes when unpossessed. The category contains at least: house, penis, bow, and perhaps also stomach, net, gourd, club, food.",AM;NCP;DI,"pacheco2001ikpeng[98,106,212,271,278]",,Mixed,SUPPLETION,,Noun
ikpe1245_non-possessible,ikpe1245,non-possessible,nature_inanimate;plants;names;animals,NA,"Also natural phenomena, celestial bodies, festivals, and vocatives of people.",AM;NCP;DI,"pacheco2001ikpeng[98,106,212,271,278]",Non-possessible,Non-possessible,NULL,NULL,Noun
imba1240_alienable,imba1240,alienable,default,NA,"Different types of possession (basic, permanent, and temporary) are signalled through different verbs, but not in the noun phrase.",DI,"peter1985imbabura[115,94]",Optionally possessed,Default,PSSR,MARKER,Noun
imon1245_kinship,imon1245,kinship,kin,NA,"Only kinship nouns can take a special -pef suffix to PSSD, meaning 'your', but otherwise behave the same way as alienables for adnominal possession.",DI,"seiler1985imonda[62,186]",Optionally possessed,Inalienable,MARKER;PSSR,MARKER,Noun
imon1245_alienable,imon1245,alienable,default,NA,,TH,seiler1985imonda[36],Optionally possessed,Default,PSSR,MARKER,Noun
ines1240_alienable,ines1240,alienable,default,NA,,TH,applegate1972ineseno[241],Optionally possessed,Default,PSSD,MARKER,Noun
ines1240_inalienable,ines1240,inalienable,kin;body;part,SPECIAL_MARKER,"The main criteria for inalienable nouns are semantic, but sometimes phonology/morphology indicates inalienability as well.",TH,applegate1972ineseno[236],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
ingu1240_alienable,ingu1240,alienable,default,NA,There are no noun possession classes in Ingush.,NCP,nichols2011ingush[592],Optionally possessed,Default,PSSR,MARKER,Noun
iran1263_alienable,iran1263,alienable,default,NA,"Monserrat mentions one inalienably possessed noun (by which she appears to mean obligatorily possessed, saying it ""always occurs as an element in a genitive construction""). However she then immediately goes on to say that it does actually occur as a free word meaning 'money'. This is part of a larger discussion focused on the internal morphological structure of body parts (which have internal morphology specifying 'flat surface', 'rear', etc). However, it is not clear that the resulting morpheme is itself obligatorily possessed, or if these are rather classifier-like elements or frozen parts of the morphology of these words, and no other mention of inalienability is made in the grammar. We have thus not encoded a separate class of inalienables.",DI,monserrat2010myky[165-169],Optionally possessed,Default,PSSD,MARKER,Noun
iris1253_alienable,iris1253,alienable,default,NA,,TH,doyle2001irish[64],Optionally possessed,Default,PSSR,MARKER,Noun
iton1250_alienable,iton1250,alienable,default,NA,,DI,crevels2012itonama[249-250],Optionally possessed,Default,PSSD,MARKER,Noun
iton1250_inalienable,iton1250,inalienable,body;kin,NA,"Also includes 'language', 'Virgin', and 'name'.",DI,crevels2012itonama[249-250],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
iumi1238_alienable,iumi1238,alienable,default,NA,,KPVD;DI,arisawa2016iumien[457-459],Optionally possessed,Default,PSSR,MARKER,Noun
djam1255_inalienable,djam1255,inalienable,body,NA,"The grammar says the distinction is not systematic, just occasional on body parts.",TH,bolt1971elementary[43],Optionally possessed,Inalienable,JUXT,JUXT,Noun
djam1255_alienable,djam1255,alienable,default,NA,,TH,bolt1971elementary[43],Optionally possessed,Default,PSSR,MARKER,Noun
jaqa1244_alienable,jaqa1244,alienable,default,NA,There is no mention of an alienability contrast in the language.,DI,hardman2000jaqaru[19-20],Optionally possessed,Default,PSSR,MARKER,Noun
juru1256_inalienable,juru1256,inalienable,kin;body,NA,,NCP,fargetti2001juruna[110-111],Obligatorily possessed,Inalienable,JUXT;PSSR,JUXT;MARKER,NULL
juru1256_alienable,juru1256,alienable,default,NA,,NCP,fargetti2001juruna[110-111],Optionally possessed,Default,JUXT;PSSR,JUXT;MARKER,Noun
juru1256_non-possessible,juru1256,non-possessible,nature_inanimate,NA,"No semantics for this class mentioned in the source. However, there is an example of ""my pig"" referring to prey, showing that at least prey animals can be possessed. We have deduced that this category should include nature_inanimate minimally.",NCP,fargetti2001juruna[110-111],Non-possessible,Non-possessible,NULL,NULL,Noun
kich1262_non-possessible,kich1262,non-possessible,nature_inanimate,NA,"sun, moon, earth', and the like",DI,ixcoy1997kiche[99-108],Non-possessible,Non-possessible,CLASS,CLASS,Noun
kich1262_obligatory-inalienable,kich1262,obligatory-inalienable,relation;part,NA,"Ixcoy also includes some body parts in this, like 'leg', however most are partative relationships or abstract relations which are conceivably partative: leaf, shell, language, flowering/virginity, ethnicity, ancestry.",DI,ixcoy1997kiche[99-107],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
kich1262_alienable,kich1262,alienable,default,NA,,DI,ixcoy1997kiche[99-107],Optionally possessed,Default,PSSD,MARKER,Noun
kich1262_reverse-inalienable,kich1262,reverse-inalienable,body,NA,"Ixcoy gives only 'bone', 'vein', and 'blood' as examples. It is possible that this category is mainly for internal body parts, compared to the other categories, but this is unknown.",DI,ixcoy1997kiche[99-107],Optionally possessed,Inalienable,PSSD,MARKER,Noun
kich1262_vowel-lengthening,kich1262,vowel-lengthening,mixed,NA,There is no indication of a semantic basis to this class.,DI,ixcoy1997kiche[99-107],Optionally possessed,Mixed,PSSD,MARKER,Noun
kich1262_SUPPLETIVE,kich1262,SUPPLETIVE,mixed,NA,"Two nouns supplete entirely when they are possessed: k'uul 'coat', -q'uu 'coat (possessed); jaa 'house', -ochooch 'house (possessed).",DI,ixcoy1997kiche[99-107],,Mixed,SUPPLETION,,Noun
kich1262_inalienable-iij,kich1262,inalienable-iij,body;kin;clothing,SPECIAL_MARKER,Not all body parts are included in this category. The semantic membership of this category is also split between the other two inalienable classes.,DI,ixcoy1997kiche[99-107],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
kich1262_inalienable-axeel,kich1262,inalienable-axeel,body;kin;clothing,SPECIAL_MARKER,Not all body parts are included in this category. The semantic membership of this category is also split between the other two inalienable classes.,DI,ixcoy1997kiche[99-107],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
kich1262_inalienable-aaj,kich1262,inalienable-aaj,body;kin;clothing,SPECIAL_MARKER,"Not all body parts, kinship terms and clothing are included in this category. The semantic membership of this category is also split between the other two inalienable classes (inalienable-iij, inalienable-axeel).",DI,ixcoy1997kiche[99-107],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
kain1272_alienable,kain1272,alienable,default,NA,Apparently all nouns follow this scheme.,AM,wiesemann1972kaingang[129-131];hanke1950caingangue[80],Optionally possessed,Default,JUXT,JUXT,Noun
cacu1241_kinterms,cacu1241,kinterms,kin,3SG,,NCP,bolanos2016kakua[175],Obligatorily possessed,Inalienable,JUXT,JUXT,MARKER
cacu1241_inalienable,cacu1241,inalienable,body;tools;part;relation,3SG,"Behaves just like alienable N in the possessive construction, but must be obligatorily possessed unlike alienable N. Under 'relation' the following things are categorised: things closely associated with people (clan affiliation, family, friend-companion, owner). 'Shadow' and 'soul' are included under body. Compound body part nouns made of two body parts or a body part and a classifier are not obligatorily possessed (e.g. tooth-cl.concave meaning 'jaw').",NCP,bolanos2016kakua[169-175],Obligatorily possessed,Inalienable,PSSR,MARKER,MARKER
cacu1241_alienable,cacu1241,alienable,default,NA,"Possession of flora, fauna and ecological elements (stone, sky, river) are ok syntactically but perceived as ""weird"" by speakers. We do not consider them a separate non-possessible class.",NCP,bolanos2016kakua[70],Optionally possessed,Default,PSSR,MARKER,Noun
kala1399_alienable,kala1399,alienable,default,NA,,NCP,sadock2003kalaallisut[28-29],Optionally possessed,Default,PSSR-PSSD,MARKER,Noun
kamb1316_alienable,kamb1316,alienable,default,NA,,TH,treis2008kambaata[101],Optionally possessed,Default,PSSR,MARKER,Noun
kamu1258_alienable,kamu1258,alienable,default,NA,,AM,harvey1990kamu[72-74],Optionally possessed,Default,MARKER;PRO_JUXT,JUXT;MARKER,Noun
kamu1258_kinship,kamu1258,kinship,kin,NA,"Except for sibling, father's mother, and mother's father.",AM,"harvey1990kamu[9-12,48]",Optionally possessed,Inalienable,MARKER;PRO_JUXT,JUXT;MARKER,Noun
kano1245_alienable,kano1245,alienable,default,NA,"The language has a ""remnant"" of grammatical inalienability, in that body and plant part terms are bound nouns which must take an i- prefix in order to be free words. However, because their form does not change according to possession (they have the i- whether or not they are possessed), we have not encoded them as a separate possession category.",DI,"bacelar2023kanoe[680,684-685]",Optionally possessed,Default,PSSR,MARKER,Noun
kara1500_i-class,kara1500,i-class,default,NA,This is the default class and the class into which Portuguese loanwords go.,DI,ribeiro2012karaja[41-45];ribeiro2023pc,Optionally possessed,Default,JUXT,JUXT,Noun
kara1500_ɗ-class-d,kara1500,ɗ-class-d,mixed,NA,"The classes in Karajá are all semantically mixed, and possibly derive historically from different phonological classes.",DI,ribeiro2012karaja[41-45];ribeiro2023pc,Optionally possessed,Mixed,PSSD,MARKER,Noun
kara1500_ɗ-class-l,kara1500,ɗ-class-l,mixed,NA,"The classes in Karajá are all semantically mixed, and possibly derive historically from different phonological classes.",DI,ribeiro2012karaja[41-45];ribeiro2023pc,Optionally possessed,Mixed,PSSD,MARKER,Noun
kara1500_ɗ-class-d-ha,kara1500,ɗ-class-d-ha,mixed,NA,"The classes in Karajá are all semantically mixed, and possibly derive historically from different phonological classes.",DI,ribeiro2012karaja[41-45];ribeiro2023pc,Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
kara1500_ɗ-class-l-ha,kara1500,ɗ-class-l-ha,mixed,NA,"The classes in Karajá are all semantically mixed, and possibly derive historically from different phonological classes.",DI,ribeiro2012karaja[41-45];ribeiro2023pc,Obligatorily possessed,Mixed,PSSD,MARKER,MARKER
kari1254_alienable,kari1254,alienable,default,NA,"Though there are many different possession constructions, there is no mention of an alienability contrast in the grammar, nor of any differential possession based on lexical class.",DI,queiroz2012dzubukua[116-118],Optionally possessed,Default,JUXT;PSSD;PSSR,JUXT;MARKER,Noun
kari1311_alienable,kari1311,alienable,default,NA,,TH,everett2006karitiana[303],Optionally possessed,Default,JUXT,JUXT,Noun
karo1305_inalienable,karo1305,inalienable,body,NA,,NCP,gabas1999karobrazil[43-44],Optionally possessed,Inalienable,JUXT,JUXT,Noun
karo1305_non-possessible,karo1305,non-possessible,nature_inanimate,NA,,NCP,gabas1999karobrazil[43-44],Non-possessible,Non-possessible,NULL,NULL,Noun
karo1305_alienable,karo1305,alienable,default,NA,,NCP,gabas1999karobrazil[43-44],Optionally possessed,Default,PSSR,MARKER,Noun
karo1304_alienable,karo1304,alienable,default,NA,,DI,bright1957karok[56],Optionally possessed,Default,PSSD,MARKER,Noun
karo1304_kin,karo1304,kin,kin,NA,"Some nouns require a possessor, but Bright does not give a list of them. He only states that the commonest of them is 'child', 'children' (which is apparently a suppletive plural), but lists no others: ""the commonest exceptions are -ʔáRamah ""child"" and -tunvi·v ""children"" (as kinship terms), which, outside of derivative formations, occur only with possessive prefixes."" So minimally child is obligatorily unpossessed, but it seems as though other kinship terms fall into the same category.",DI,bright1957karok[56],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
kash1280_kin,kash1280,kin,kin,NA,Kinship terms are obligatorily possessed.,DI,oswalt1961kashaya[117-123],Obligatorily possessed,Inalienable,MARKER,MARKER,NULL
kash1280_alienable,kash1280,alienable,default,NA,"Only possession of kinship terms is discussed in the grammar, but it can be surmised from examples in the text that other elements can be possessed with the same morphology. It is assumed that these elements are freely unpossessible.",DI,"oswalt1961kashaya[117-123,333]",Optionally possessed,Default,MARKER,MARKER,Noun
kana1291_inalienable,kana1291,inalienable,kin;body;owner;part,1PL;3SG,"Only descendant and same-generation kinship terms are in this category. In addition, it includes what we might consider extended kinship (friend, boyfriend) or extended body parts (name, namesake), and a few others (language, owner). Beyond this, part-whole terms are described as inalienable as well. However, because they have non-human possessors, they cannot take the specific inalienable possession construction (which is available only to human possessors), and only have juxtaposition constructions. These are words like 'handle', 'bottom', and 'shoulder strap'.",DI,"ishy2018kanamari[90-98,212-215]",Obligatorily possessed,Inalienable,JUXT;PSSD,JUXT;MARKER,MARKER
kana1291_alienable,kana1291,alienable,default,NA,"Ascendant kinship terms (e.g. mother, father, aunt, uncle) go in this category.",DI,"ishy2018kanamari[90-98,212-215]",Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
kaya1319_inalienable,kaya1319,inalienable,part,NA,,TH,evans2011grammar[248],Optionally possessed,Inalienable,JUXT,JUXT,Noun
kaya1319_alienable,kaya1319,alienable,default,NA,,TH,evans2011grammar[152ff],Optionally possessed,Default,PSSR,MARKER,Noun
kenu1243_alienable,kenu1243,alienable,default,NA,There is a distinction in pronominal possession for kinship nouns.,TH,abdelhafiz1988kunuz[83],Optionally possessed,Default,PSSR,MARKER,Noun
kenu1243_inalienable,kenu1243,inalienable,kin,NA,"There are nine kin terms in this category: brother, sister, grandmother, grandfather, uncle (mother's brother), uncle (father's brother), aunt (mother's sister), father, mother/father-in-law.",TH,abdelhafiz1988kunuz[83],Obligatorily possessed,Inalienable,PSSR-PSSD,MARKER,NULL
kett1243_alienable,kett1243,alienable,default,NA,,TH,georg2007descriptive[120],Optionally possessed,Default,PSSR,MARKER,Noun
kiow1266_kinship,kiow1266,kinship,kin,NA,"The kinship class are only distinguishable in the pronominal paradigm, where they take different second and third person possessor prefixes.",DI,watkins1984kiowa[102-106],Optionally possessed,Inalienable,JUXT;MARKER;PSSR,JUXT;MARKER,Noun
kiow1266_alienable,kiow1266,alienable,default,NA,,DI,watkins1984kiowa[106],Optionally possessed,Default,JUXT;PRO_JUXT;PSSR,JUXT;MARKER,Noun
kiow1266_body,kiow1266,body,body,NA,Body parts are completely unpossessible in the noun phrase and require obligatory possessor raising in the clause.,DI,watkins1984kiowa[101-102],Non-possessible,Inalienable,NULL,NULL,Noun
kitj1240_alienable,kitj1240,alienable,default,NA,,TH;DI;NCP,kofod1996kija[60],Optionally possessed,Default,MARKER,MARKER,Noun
kitj1240_kin,kitj1240,kin,kin,NA,,TH;DI;NCP,kofod1996kija[66],Optionally possessed,Inalienable,MARKER,MARKER,Noun
kitj1240_part,kitj1240,part,part,NA,,TH;DI;NCP,kofod1996kija[34],Optionally possessed,Inalienable,MARKER,MARKER,Noun
klam1254_alienable,klam1254,alienable,default,NA,"Kinship terms do form their own class, but not in possession constructions: kinship terms may have a special b- prefix or -ab suffix, and they have their own plural and vocative morphology.",DI,"underriner2002klamath[21-23,128-133];barker1964klamath[233-235]",Optionally possessed,Default,PSSR,MARKER,Noun
koas1236_ca-set,koas1236,ca-set,kin;body,NA,"These are nouns that use the ca-set of prefixes to indicate possession. Nearly all body parts are in this category, with a few exceptions (shadow, muscle, stomach organ, scrotum, gizzard, euphemisms for penis and vagina, bone, navel/umbilical cord, mole of the skin, semen, right side, dung, hair bangs, kidney, lungs, bladder, hip, mane).  However, some kinship terms appear in this class and others do not. ca-set kinship terms are: great uncle, maternal uncle, younger sibling same-sex, younger sister of a man, cousin of same-sex, man’s female cousin, younger daughter, offspring, nephew, male cousin first removed, grandchild (either sex), wife, daughter-in-law. Everything else is in the am-set, including husband (not wife).",DI,kimball1991koasati[436-441],Obligatorily possessed,Inalienable,PSSD,MARKER,NULL
koas1236_am-set,koas1236,am-set,default,NA,The majority of nouns use the am-set of prefixes to indicate possession.,DI,"kimball1991koasati[432-433,444]",Optionally possessed,Default,PSSD,MARKER,Noun
guan1269_alienable,guan1269,alienable,default,NA,"Unlike other languages in its family, Kotiria lacks an alienability contrast. There is a special construction for ""from a place"" but this does not seem to be lexically conditioned, so we are not encoding it as a lexical class of possession.",DI,stenzel2013kotiria[189],Optionally possessed,Default,JUXT;PSSD,JUXT;MARKER,Noun
koyr1242_inalienable,koyr1242,inalienable,kin,NA,"3 kinship terms (father, mother and grandparent) can take a definite marker to indicate 3rd person possessors.",TH,heath1999koyraboro[119],Optionally possessed,Inalienable,JUXT;PSSR,JUXT;MARKER,Noun
koyr1242_alienable,koyr1242,alienable,default,NA,,TH,heath1999koyraboro[116],Optionally possessed,Default,PSSD;PSSR-PSSD,MARKER,Noun
kren1239_inalienable,kren1239,inalienable,kin;body,3SG,Apparently body parts and kinship terms are obligatorily possessed.,AM,frassetto2018krenak[70-75],Obligatorily possessed,Inalienable,MARKER,MARKER,MARKER
kren1239_alienable,kren1239,alienable,default,NA,,AM,frassetto2018krenak[70-75],Optionally possessed,Default,JUXT,JUXT,Noun
kron1241_alienable,kron1241,alienable,default,NA,"Choice of possessive construction depends on semantics of both possessor and possessed object, speaker intention, and animacy of the possessor.",TH,reh1985krongo[317],Optionally possessed,Default,PSSR,MARKER,Noun
kuik1246_inalienable-0,kuik1246,inalienable-0,kin,NA,"Some kinship terms (""nephew, older brother, parent/child, younger sister, child, parent, cousin, mother, father""), also likely some body part and plant part words, but not sure which ones.",AM,basso2019kalapalo[98-99],Obligatorily possessed,Inalienable,JUXT,JUXT,NULL
kuik1246_alienable-0,kuik1246,alienable-0,body;plant_part,NA,"Includes at least ""thigh, arm, right hand, liver/heart, fish tail, skin, body, shinbone, nape/flesh, intestines, blood"" and ""little fruit, trunk, branch, tuber, bark, root"".",AM,basso2019kalapalo[85-89],Optionally possessed,Inalienable,JUXT,JUXT,Noun
kuik1246_non-possessible,kuik1246,non-possessible,names,NA,"Proper names of people, animals, plants cannot be possessed.",AM,"basso2019kalapalo[79-85,93]",Non-possessible,Non-possessible,NULL,NULL,Noun
kuik1246_inalienable-gV,kuik1246,inalienable-gV,kin;body;plant_part,NA,"Includes countables (a special form used for numerals), many kinship terms (e.g. ""grandfather, uncle, brother-in-law, older brother, grandson, ancestor, woman, son"", but also ""messenger, follower, leader""), some body parts (at least ""eye"" and ""stomach""), potentially also some plant parts.",AM,basso2019kalapalo[98-99],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
kuik1246_inalienable-tsV,kuik1246,inalienable-tsV,kin,NA,"Some kinship terms (like ""niece, wife, grandmother, daughter, sister, aunt; younger brother""), also perhaps some body part and plant part words, but not sure which ones.",AM,basso2019kalapalo[98-99],Obligatorily possessed,Inalienable,PSSD,MARKER,MARKER
kuik1246_alienable-gV,kuik1246,alienable-gV,default,NA,"Also includes lots of body parts (incl. ""foot, left hand, hand, man's hair, fingernail, head""), plant parts, and also geographical terms and time words.",AM,basso2019kalapalo[85-89],Optionally possessed,Default,PSSD,MARKER,Noun
