"ID","Glottocode","Class_ID","Construction_Form","Construction_Type","Remark","Coder","Source","dd_Construction_Directness","dd_Construction_Type_Simplified","dd_Construction_Type_Generic"
"cacu1241_274","cacu1241","cacu1241_kinterms","ʔã=N","UNPOSSESSION","ʔã is the 3sg.M (personal) pronoun used as an indefinite when the PSSR is unknown or unspecified.","NCP","bolanos2016kakua[175]",,,
"kala1399_275","kala1399","kala1399_alienable","PSSR=ERG PSSD=[agr:PSSR, PSSD]","PSSR + PSSD[AGR:PSSR, AGR:PSSD]","The suffix on the possessed item agrees in person and number with the possessor and in number with the possessed item.","NCP","sadock2003kalaallisut[28-29]","DIRECT","PSSR-PSSD","MARKER"
"kamb1316_276","kamb1316","kamb1316_alienable","PSSR-GEN PSSD","PSSR[AGR:PSSR]","There is another way to index PSSR with a marking on PSSD, but seems pronominal only.","TH","treis2008kambaata[349]","DIRECT","PSSR","MARKER"
"kamu1258_277","kamu1258","kamu1258_alienable;kamu1258_kinship","PSSD PSSR.PRO","PRO_JUXT","Seen with pronominal possessors; word order seems not to be strict, although PSSD PSSR seems to be preferred; this could be possible with nominal possessors but the only example in the grammar is interpreted by the author as exemplifying case deletion. This construction cannot be used for 1MIN PSSR of kinship terms.","AM","harvey1990kamu[9-12,73-74]","DIRECT","PRO_JUXT","JUXT"
"kamu1258_278","kamu1258","kamu1258_alienable;kamu1258_kinship","PSSD PSSR.PRO-DAT","PRO_MARKER","This is ""the usual marker of genitive relationships""; we found examples of this with nominal possessors, but don’t know what other constructions nominal possessors can enter into. This construction cannot be used for 1MIN PSSR of kinship terms.","AM","harvey1990kamu[9-12,73-74]","DIRECT","MARKER","MARKER"
"kamu1258_279","kamu1258","kamu1258_alienable;kamu1258_kinship","PSSD PSSR.PRO-ABL","PRO_MARKER","Only pronominal possessor examples; said to be less common; this is likely also possible with nominal possessors, but there’s only one example which has case deletion. This construction cannot be used for 1MIN PSSR of kinship terms.","AM","harvey1990kamu[9-12,73-74]","DIRECT","MARKER","MARKER"
"kamu1258_280","kamu1258","kamu1258_kinship","PSSD-ngu[1MIN]","PRO_MARKER","Suffix only for first person pronominal possessors (allomorph -u after [ŋ]); does not work with ""father's mother"", ""sibling"", and possibly ""mother's father"".","AM","harvey1990kamu[9-12,73-74]","DIRECT","MARKER","MARKER"
"kamu1258_281","kamu1258","kamu1258_kinship","PSSD-ngu[1MIN] PSSR.PRO-DAT","PRO_MARKER","Example with ""father"" (and pronominal possessor) found in grammar; also a predicative construction for ""aunt"".","AM","harvey1990kamu[9-12,73-74]","DIRECT","MARKER","MARKER"
"kamu1258_282","kamu1258","kamu1258_kinship","PSSD-ngu[1MIN] PSSR.PRO-ABL","PRO_MARKER","Only claimed, but no examples, except with the word for ""sibling"" which might be a different category.","AM","harvey1990kamu[9-12,73-74]","DIRECT","MARKER","MARKER"
"kano1245_283","kano1245","kano1245_alienable","PSSR-o PSSD","PSSR","The -o marker also occurs on pronouns, where it is more lexicalized and forms a paradigm of possessive pronouns.","DI","bacelar2023kanoe[684-685]","DIRECT","PSSR","MARKER"
"kara1500_284","kara1500","kara1500_i-class","PSSR PSSD","JUXT","","DI","ribeiro2012karaja[41-43];ribeiro2023pc","DIRECT","JUXT","JUXT"
"kara1500_285","kara1500","kara1500_ɗ-class-d;kara1500_ɗ-class-d-ha","PSSR d-PSSD","PSSD","The d- prefix is clearly a linker and not marking person.","DI","ribeiro2012karaja[41-43];ribeiro2023pc","DIRECT","PSSD","MARKER"
"kara1500_286","kara1500","kara1500_ɗ-class-l;kara1500_ɗ-class-l-ha","PSSR l-PSSD","PSSD","The l- prefix is clearly a linker and not marking person.","DI","ribeiro2012karaja[41-43];ribeiro2023pc","DIRECT","PSSD","MARKER"
"kara1500_287","kara1500","kara1500_ɗ-class-d-ha;kara1500_ɗ-class-l-ha","hã-N","UNPOSSESSION","hã- is the generic possessor","DI","ribeiro2012karaja[41-43];ribeiro2023pc",,,
"kari1254_288","kari1254","kari1254_alienable","PSSD PSSR","JUXT","The order of juxtaposition is “generally possessor second”, which suggests that the other order is possible, although less common.","DI","queiroz2012dzubukua[116-118]","DIRECT","JUXT","JUXT"
"kari1254_289","kari1254","kari1254_alienable","3-PSSD PSSR","PSSD[AGR:PSSR]","Both normal 3rd person prefixes (h-) and emphatic prefixes (d-/di-/du-) are possible in this construction.","DI","queiroz2012dzubukua[116-118]","DIRECT","PSSD","MARKER"
"kari1254_290","kari1254","kari1254_alienable","PSSD mo PSSR","PSSR","The morpheme mo is transliterated as 'em' and compared to portuguese de. It is thus assumed that it is a marker on the PSSR noun, not on the PSSD.","DI","queiroz2012dzubukua[116-118]","DIRECT","PSSR","MARKER"
"kari1311_291","kari1311","kari1311_alienable","PSSR PSSD","JUXT","","TH","everett2006karitiana[303]","DIRECT","JUXT","JUXT"
"karo1305_292","karo1305","karo1305_inalienable","PSSR PSSD","JUXT","","NCP","gabas1999karobrazil[43-44]","DIRECT","JUXT","JUXT"
"karo1305_293","karo1305","karo1305_non-possessible","NULL","POSSESSION","","NCP","gabas1999karobrazil[43-44]","NULL","NULL","NULL"
"karo1305_294","karo1305","karo1305_alienable","PSSR at PSSD","PSSR","","NCP","gabas1999karobrazil[43-44]","DIRECT","PSSR","MARKER"
"karo1304_295","karo1304","karo1304_alienable;karo1304_kin","PSSR pers-PSSD","PSSD[AGR:PSSR]","","DI","bright1957karok[56,128]","DIRECT","PSSD","MARKER"
"karo1304_296","karo1304","karo1304_kin","NULL","UNPOSSESSION","It is not known which roots fall into this category besides 'child'.","DI","bright1957karok[56]",,,
"kash1280_297","kash1280","kash1280_alienable;kash1280_kin","Poss.Prefix-PSSD","PRO_MARKER","There are five persons for possession: 1st person, 1st person informal (only used with certain kin terms older than ego), 2nd person, 3rd person, 3rd person emphatic. Some kinship terms have allomorphy triggered by the possessive element. Some kinship terms have a following element, but this does not appear to be triggered by possession, but rather a part of the root.","DI","oswalt1961kashaya[117-123]","DIRECT","MARKER","MARKER"
"kash1280_298","kash1280","kash1280_kin","NULL","UNPOSSESSION","Kinship terms are said to ""require"" one of the possessive prefixes, which we take to mean they cannot be unpossessed.","DI","oswalt1961kashaya[117-123]",,,
"kana1291_299","kana1291","kana1291_alienable;kana1291_inalienable","PSSR[-human] PSSD","JUXT","When the possessor is non-human, juxtaposition is used and the distinction between alienable and inalienable vanishes. Note that this is the only option for certain inalienable nouns like 'bottom' or 'handle', since they cannot have a human possessor for semantic reasons.","DI","ishy2018kanamari[212-215]","DIRECT","JUXT","JUXT"
"kana1291_300","kana1291","kana1291_alienable","PSSR[+human] na-wa PSSD","PSSD","The na-wa between the PSSR and PSSD is invariable, and there is no discussion in the grammar which overtly distinguishes between whether it forms a constituent with the possessor (a PSSR type construciton) or possessed noun (a PSSD type construction), or neither (a LINKER type construction). The coding of this as a PSSD construction is based on a single example where the PSSR is absent: DEM na-wa PSSD, translated as 'the story of that (person)'. This suggests that the na-wa forms a unit with the PSSD rather than PSSR. Note that demonstratives cannot form their own NP in this language, in which case the translation should probably more accurately be 'that story (of his)'.","DI","ishy2018kanamari[179,212-215]","DIRECT","PSSD","MARKER"
"kana1291_301","kana1291","kana1291_inalienable","PSSR[+human] na-PSSD","PSSD","The na- is described as a genitive marker.","DI","ishy2018kanamari[90-98,212-215]","DIRECT","PSSD","MARKER"
"kana1291_302","kana1291","kana1291_inalienable","tso-N","UNPOSSESSION","tso- is the 1PL possessive prefix. It is given as an example of unpossession with body part terms, or a generic way to describe body parts in general. It appears to be the way to discuss generic body parts which are still attached, but perhaps also other inalienables.","DI","ishy2018kanamari[93]",,,
"kana1291_303","kana1291","kana1291_inalienable","a-N","UNPOSSESSION","a- is the 3SG possessive prefix. It is given as an example of unpossession for the generic concept of ""horn"" (i.e. contrasting 'horn of a deer' with 'horn'). This appears to the be the way to express unpossession of detached body parts, and perhaps other inalienables.","DI","ishy2018kanamari[93-94]",,,
"kaya1319_304","kaya1319","kaya1319_inalienable","PSSD PSSR","JUXT","Order is free; prefixation of PSSD and PSSR on verbs possible.","TH","evans1995kayardild[248]","DIRECT","JUXT","JUXT"
"kaya1319_305","kaya1319","kaya1319_alienable","PSSR-GEN PSSD","PSSR","","TH","evans1995kayardild[152ff]","DIRECT","PSSR","MARKER"
"kenu1243_306","kenu1243","kenu1243_alienable","PSSR-GEN PSSD","PSSR","The genitive -na is also used with free pronouns.","TH;DI","abdelhafiz1988kunuz[71]","DIRECT","PSSR","MARKER"
"kenu1243_307","kenu1243","kenu1243_inalienable","PSSR-GEN PRO-PSSD","PSSR + PSSD[AGR:PSSR]","The PRO markers used for inalienable possession are different from the pronouns used in alienable possession, although they exhibit a clear phonological relationship. The sole clear example of nominal possession is Armbruster's example 'the lady's sister's daughter' which is double-marked for possession: a genitive on ""lady"" and the 3rd person inalienable possessive prefix on ""sister"".","TH;DI","abdelhafiz1988kunuz[82-83];armbruster1965dongolese[42]","DIRECT","PSSR-PSSD","MARKER"
"kenu1243_308","kenu1243","kenu1243_inalienable","NULL","UNPOSSESSION","The claim is that these elements must ALWAYS have a pronominal possessor prefix.","TH;DI","abdelhafiz1988kunuz[82-83]",,,
"kett1243_309","kett1243","kett1243_alienable","PSSR-GEN.agr:pssr PSSD","PSSR[AGR:PSSR]","","TH","georg2007descriptive[107]","DIRECT","PSSR","MARKER"
"kiow1266_310","kiow1266","kiow1266_alienable;kiow1266_kinship","PSSR PSSD","JUXT","This construction cannot be used when the possessor is a proper name.","DI","watkins1984kiowa[106]","DIRECT","JUXT","JUXT"
"kiow1266_311","kiow1266","kiow1266_body","NULL","POSSESSION","Body parts may not be possessed in a noun phrase, but possessors undergo obligatory possessor raising in the clause.","DI","watkins1984kiowa[101-102]","NULL","NULL","NULL"
"kiow1266_312","kiow1266","kiow1266_alienable","PRO PSSD","PRO_JUXT","This is properly speaking like juxtaposition (since the nominal possession is also juxtaposition).","DI","watkins1984kiowa[106]","DIRECT","PRO_JUXT","JUXT"
"kiow1266_313","kiow1266","kiow1266_kinship","PRO.pref-PSSD","PRO_MARKER","The 1st person prefix is identical to the first person pronoun, but the 2nd and 3rd person prefixes are distinct. When the possessor is a 3rd person and the possessed kinship term is singular or dual, a -te or -de suffix must be added to the kinship term, and which suffix is used is unpredictable. This unpredictability has not been coded, and no further information was presented in the grammar. The forms for ""mother"" and ""father"" have distinct forms for the 2nd person possessive, which look different from the 1st and 3rd person possessive forms.","DI","watkins1984kiowa[102-106]","DIRECT","MARKER","MARKER"
"kiow1266_314","kiow1266","kiow1266_alienable;kiow1266_kinship","PSSR-te PSSD","PSSR","This construction must be used when the possessor is a proper name.","DI","watkins1984kiowa[106]","DIRECT","PSSR","MARKER"
"kitj1240_315","kitj1240","kitj1240_alienable","POSS_PRO[AGR:PSSD] PSSD","PRO_MARKER","Agrees with PSSD.","TH;DI;NCP","kofod1996kija[60]","DIRECT","MARKER","MARKER"
"kitj1240_316","kitj1240","kitj1240_kin","PSSD-pers[AGR:PSSD]","PRO_MARKER","Agrees with PSSD. This construction is only available for second and third person possessors. For first person possessors the construction involving possessive pronouns is used.","TH;DI;NCP","kofod1996kija[66]","DIRECT","MARKER","MARKER"
"kitj1240_317","kitj1240","kitj1240_part","PSSD-IndirObj.pers","PRO_MARKER","(No agreement)","TH;DI;NCP","kofod1996kija[34]","DIRECT","MARKER","MARKER"
"klam1254_318","klam1254","klam1254_alienable","PSSR-ʔm PSSD","PSSR","The ʔm is a genitive or ""possessive"" according to Barker. Kinship nouns may have a diminutive suffix following the genitive (other nouns do not), but this is a factor of that kinship diminutive, not possession. The order PSSD PSSR-ʔm is possible, but in Underriner's corpus study, it is the much less frequent order.","DI","underriner2002klamath[128-133];barker1964klamath[233-235]","DIRECT","PSSR","MARKER"
"koas1236_319","koas1236","koas1236_am-set","PSSR im-PSSD","PSSD[AGR:PSSR]","The im- prefix is the third person agreeing possessive prefix (the ""am-"" in am-set is the 1st person singular).","DI","kimball1991koasati[432-433,444]","DIRECT","PSSD","MARKER"
"koas1236_320","koas1236","koas1236_ca-set","PSSR 0-PSSD","PSSD[AGR:PSSR]","The 0- prefix is the third person agreeing possessive prefix (the ""ca-"" in the ca-set is the 1st person singular). We count this as an agreeing morpheme, because it is part of a set and the 0- 'means' 3rd person, just as ca- 'means' 1SG.","DI","kimball1991koasati[434-435]","DIRECT","PSSD","MARKER"
"koas1236_321","koas1236","koas1236_ca-set","NULL","UNPOSSESSION","According to the source, body parts are obligatorily possessed, unlike kinship. However, this is mentioned in passing in the section on kinship terms and no evidence for the claim about body parts is presented, and in fact at least one of the am-set body part terms ('bone') appears free and unpossessed in examples in the grammar. We interpret this claim then to mean that ca-set (but not am-set) body parts are obligatorily possessed. We also depart from the grammar in understanding kinship terms as also being obligatorily possessed: The only examples given of optionally possessed kinship terms are the use of the simple word ""grandfather"" to refer to ""my grandfather"" or ""our grandfather"", which is in fact contextually possessed and used as a name, i.e. ""Grandfather"". There's no indication that body part terms can be used to refer to the generic concept of, e.g., 'grandfathers', and so for now we are treating all ca-set terms as obligatorily possessed.","DI","kimball1991koasati[441]",,,
"guan1269_322","guan1269","guan1269_alienable","PSSR PSSD","JUXT","","DI","stenzel2013kotiria[187-188]","DIRECT","JUXT","JUXT"
"guan1269_323","guan1269","guan1269_alienable","PSSR ya-PSSD","PSSD","The ya- form is a root with the meaning 'possession' or 'belonging', and appears to be a generic noun. When in a compound with the possessed noun, it functions as an emphatic possessive construction (one's own).","DI","stenzel2013kotiria[190-191]","DIRECT","PSSD","MARKER"
"guan1269_324","guan1269","guan1269_alienable","PSSR pssr-PSSD","PSSD[AGR:PSSR]","Stenzel only discusses juxtaposition, but another form, in which the pronominal possessive prefix is used alongside the PSSR noun, is clearly exemplified. A search in the grammar uncovers at least one other example of this construction. It appears that this construction is less common than the juxtaposition one.","DI","stenzel2013kotiria[187-188,118]","DIRECT","PSSD","MARKER"
"koyr1242_325","koyr1242","koyr1242_inalienable","PSSR PSSD","JUXT","","TH","heath1999koyraboro[116]","DIRECT","JUXT","JUXT"
"koyr1242_326","koyr1242","koyr1242_alienable","PSSR PSSD-def","PSSD","","TH","heath1999koyraboro[116]","DIRECT","PSSD","MARKER"
"koyr1242_327","koyr1242","koyr1242_inalienable","PSSR wane PSSD","PSSR","The possessive postposition wane is optional","TH","heath1999koyraboro[116]","DIRECT","PSSR","MARKER"
"koyr1242_328","koyr1242","koyr1242_alienable","PSSR wane PSSD-def","PSSR + PSSD","The possessive postposition wane is optional","TH","heath1999koyraboro[116]","DIRECT","PSSR-PSSD","MARKER"
"kren1239_329","kren1239","kren1239_alienable","PSSR PSSD","JUXT","Basically just one example (ŋɡutkrak nʤem {Ngutkrak house} ‘the house of the Ngutkraks’) and we are not sure if there is a prefix on 'house' or if it is indeed alienable; examples with pronominal possession use the 3rd person singular possessive prefix ke- or ki- usually.","AM","pessoa2012krenak[232]","DIRECT","JUXT","JUXT"
"kren1239_330","kren1239","kren1239_inalienable","pron-PSSD","PRO_MARKER","Inalienable nouns are obligatorily possessed, but we only really have pronominal possession and no examples for nominal possession; the 3rd person possessive prefix is usually ki- ~ hi- ~ i- (distribution unclear).","AM","frassetto2018krenak[70]","DIRECT","MARKER","MARKER"
"kren1239_331","kren1239","kren1239_inalienable","3SG-N","UNPOSSESSION","Citation forms and ""general possession"" (unpossession) is done by using the 3rd person singular possessive prefix ki- ~ hi- ~ i-,","AM","frassetto2018krenak[75];pessoa2012krenak[215]",,,
"kron1241_332","kron1241","kron1241_alienable","PSSD POSS-PSSR","PSSR","The possessive is ka or ko and it expresses ""established"" possession. It can be used for any possessed object, when the possessor is animate with or without variation in meaning. When the meaning varies between the two possessive constructions, the genetive construction expresses something closer to the possessor (e.g., 'his grave (in which he is right now)') while the possessive expresses something further from the possessor (e.g., 'his grave (which he bought)').","TH","reh1985krongo[317]","DIRECT","PSSR","MARKER"
"kron1241_333","kron1241","kron1241_alienable","PSSD GEN-PSSR","PSSR","The genitive is ma or mo and it expresses ""inherent"" possession. The use of this construction is obligatory when the possessor is inanimate in a part-whole relationship. The construction can also be used with any other noun (when the possessor is animate) with or without variation in meaning. When the meaning varies with an animate possessor, the genetive construction expresses something closer to the possessor (e.g., 'his grave (in which he is right now)') while the possessive expresses something further from the possessor (e.g., 'his grave (which he bought)').","TH","reh1985krongo[317]","DIRECT","PSSR","MARKER"
"kuik1246_334","kuik1246","kuik1246_alienable-0;kuik1246_inalienable-0","PSSR PSSD","JUXT","Simple juxtaposition.","AM","basso2019kalapalo[85-89]","DIRECT","JUXT","JUXT"
"kuik1246_335","kuik1246","kuik1246_non-possessible","NULL","POSSESSION","","AM","basso2019kalapalo[79-85, 93]","NULL","NULL","NULL"
"kuik1246_336","kuik1246","kuik1246_alienable-gV;kuik1246_inalienable-gV","PSSR PSSD-gɨ/gu","PSSD","Possessive suffix varies according to mostly vowel harmony (some exceptions exist).","AM","basso2019kalapalo[71]","DIRECT","PSSD","MARKER"
"kuik1246_337","kuik1246","kuik1246_alienable-tsV;kuik1246_inalienable-tsV","PSSR PSSD-tï/(t)sï/(t)su","PSSD","Possessive suffix varies according to mostly vowel harmony (some exceptions exist).","AM","basso2019kalapalo[98-99]","DIRECT","PSSD","MARKER"
"kuik1246_338","kuik1246","kuik1246_SUPPLETIVE","suppletion","SUPPLETION","Mainly change in vowels, when possessed.","AM","santos2007kuikuro[201-202]",,"SUPPLETION",
"kuik1246_339","kuik1246","kuik1246_inalienable-0","NULL","UNPOSSESSION","Some terms cannot be un-possessed.","AM","basso2019kalapalo[58,63,98-99]",,,
"kuik1246_340","kuik1246","kuik1246_inalienable-gV","3SG-N-gɨ/gu","UNPOSSESSION","3rd person singular pronominal possessive prefix i- is used to unpossess some nouns.","AM","basso2019kalapalo[87-89]",,,
"kuik1246_341","kuik1246","kuik1246_inalienable-tsV","3SG-N-tï/(t)sï/(t)su","UNPOSSESSION","3rd person singular pronominal possessive prefix i- is used to unpossess some nouns.","AM","basso2019kalapalo[87-89]",,,
"kuna1268_342","kuna1268","kuna1268_alienable","PSSR PSSD","JUXT","","TH","boehm1984kunama[88]","DIRECT","JUXT","JUXT"
"kuot1243_343","kuot1243","kuot1243_alienable","PSSD POSS2[agr:pssr+pssd] PSSR","PSSD[AGR:PSSR, AGR:PSSD]","The possession marker is not phonologically attached to PSSD, but without an overt nominal possessor, the marker expresses pronominal possession.","TH","lindstroem2002topics[233]","DIRECT","PSSD","MARKER"
"kuot1243_344","kuot1243","kuot1243_inalienable","PSSD POSS1[agr:pssr] PSSR","PSSD[AGR:PSSR]","The possession marker is not phonologically attached to PSSD, but without an overt nominal possessor, the marker expresses pronominal possession.","TH","lindstroem2002topics[233]","DIRECT","PSSD","MARKER"
"kusu1250_345","kusu1250","kusu1250_alienable","PSSR-GEN PSSD","PSSR","","TH","watters2006kusunda[50]","DIRECT","PSSR","MARKER"
"kute1249_346","kute1249","kute1249_alienable;kute1249_kin","PSSD-is PSSR","PSSD[AGR:PSSR]","The relative order of PSSD and PSSR is not clear in grammars, but Underhill states that this is the default order (though others are possible). The -is is the third person possessor suffix.","DI","halverson2021pc[18-20,34-38];underhill2022pc","DIRECT","PSSD","MARKER"
"kute1249_347","kute1249","kute1249_kin","N-(n)am","UNPOSSESSION","The -(n)am suffix is the indefinite possessor (""somebody's""), and is available to all nouns. However it is used for the unpossession construction for kinship terms.","DI","halverson2021pc[18-20,34-38];underhill2022pc",,,
"kwak1269_348","kwak1269","kwak1269_alienable","PSSD=(a)sa PSSR","PSSR","The =(a)sa is the genitive case, and it belongs phonologically with the PSSD, but syntactically with the PSSR. Like all case marking in Kwak'wala, genitive case leans phonologically left, but syntactically behaves like a ""prefix"" that is part of the word. The genitive case marker does not share its form with any of the pronominal possessive forms; it is a true genitive.","DI","rosenblum2015kwakwala[128-129,383]","DIRECT","PSSR","MARKER"
"kwaz1243_349","kwaz1243","kwaz1243_alienable","PSSR-dy-CLASS PSSD","CLASS","The default classifier is -hỹ though more specific ones can be used. This construction is used even for pronominal possession, except for a special third person possessor suffix which occurs in addition to this construction.","DI","voort2004kwaza[181-186]","INDIRECT","CLASS","CLASS"
"kyon1247_350","kyon1247","kyon1247_inalienable","PSSR PSSD","JUXT","","TH","maling1992inalienable[37]","DIRECT","JUXT","JUXT"
"kyon1247_351","kyon1247","kyon1247_alienable","PSSR uy PSSD","PSSR","","TH","martin1992korean[148]","DIRECT","PSSR","MARKER"
"laal1242_352","laal1242","laal1242_fusible;laal1242_non-fusible","PSSD PSSR","JUXT","There is a tonal change on the PSSD if it ends on a mid tone.","NCP","boyeldieu1982laal[12-17, 26-49, 68]","DIRECT","JUXT","JUXT"
"laal1242_353","laal1242","laal1242_alienable","PSSD(morphotoneme) PSSR","PSSD","The source analyzes the ""connectif"" as having two alternative manifestations: a segmental one which agrees with the PSSD in gender and number, and a morphotoneme that shows no agreement. We have considered these two manifestations as two distinct constructions. The morphotoneme modifies the tone of the PSSD. This construction is also used for body parts when possessed by a possessor different from the inherent possessor.","NCP","boyeldieu1982laal[12-17, 26-49, 68]","DIRECT","PSSD","MARKER"
"laal1242_354","laal1242","laal1242_alienable","PSSD Connectif PSSR","PSSD[AGR:PSSD]","The source analyzes the ""connectif"" as having two alternative manifestations: a segmental one which agrees with the PSSD in gender and number, and a morphotoneme that shows no agreement. We have considered these two manifestations as two distinct constructions. This construction is also used for body parts when possessed by a possessor different from the inherent possessor.","NCP","boyeldieu1982laal[12-17, 26-49, 68]","DIRECT","PSSD","MARKER"
"laal1242_355","laal1242","laal1242_fused;laal1242_fusible","PSSR PSSD-PersonMarker(fused)","PSSD[AGR:PSSR]","This construction is called inversion in the grammar. For the fusible class there is variation regarding access to this construction: all nouns of this class accept the fused person markers at least for a singular possessee and a singular possessor.","NCP","boyeldieu1982laal[12-17, 26-49, 68]","DIRECT","PSSD","MARKER"
"laal1242_356","laal1242","laal1242_non-fusible","PSSR PSSD-PersonMarker(non-fused)","PSSD[AGR:PSSR]","","NCP","boyeldieu1982laal[12-17, 26-49, 68]","DIRECT","PSSD","MARKER"
"laal1242_357","laal1242","laal1242_fused","NULL","UNPOSSESSION","","NCP","boyeldieu1982laal[12-17, 26-49, 68]",,,
"lake1258_358","lake1258","lake1258_alienable","PSSR=SN PSSD","PSSR","The possessive morphology =SN (apparently subtractive + nasal) seems to be more properly an enclitic, as it occurs on the last element of a coordinated possessor. It is similar to the nominative case, which can give rise to ambiguities.","DI","callaghan1963lakemiwok[94-95]","DIRECT","PSSR","MARKER"
"lako1248_359","lako1248","lako1248_non-possessible","NULL","POSSESSION","","DI","telles2002latunde[154-155]","NULL","NULL","NULL"
"lako1248_360","lako1248","lako1248_possessible","PSSR ã-PSSD","PSSD[AGR:PSSR]","The ã- morpheme is the 3rd person pronominal possessor. It is obligatory in possessive nominal constructions, where it distinguishes possession (the cow's meat) from compounding (cow meat). The order is fixed.","DI","telles2002latunde[156-160]","DIRECT","PSSD","MARKER"
"lako1247_361","lako1247","lako1247_alienable","PSSR PSSD Pro-t'awa","CLASS","The t'awa element is described in various ways in the grammars (as a verb, as a special possessive, etc). However, we found very convincing evidence in the Ullrich dictionary that wa is a classifier-like element meaning ""something"" that behaves like a noun in possessive constructions receiving the agreement marker of the plural possessor.","NCP;DI","ingham2003lakota[13-16];williamson1984lakhota[44-46];ullrich2011dictionary[532,542]","INDIRECT","CLASS","CLASS"
"lako1247_362","lako1247","lako1247_alienable","PSSR Pro-t'a-PSSD","PSSD + PSSD[AGR:PSSR]","T'a is an invariant element. In 3rd person, the form starts with t'a, since the 3rd person prefix is null.","NCP;DI","ingham2003lakota[13-16];williamson1984lakhota[44-46]","DIRECT","PSSD","MARKER"
"lako1247_363","lako1247","lako1247_inalienable","PSSR ∅-PSSD","PSSD[AGR:PSSR]","The third person prefix is null throughout possession, so we don't consider this juxtaposition.","NCP;DI","ingham2003lakota[13-16];williamson1984lakhota[44-46]","DIRECT","PSSD","MARKER"
"lako1247_364","lako1247","lako1247_kinship-miku","PSSR PSSD-ku (with 1st person mi-)","PSSD[AGR:PSSR]","The paradigm used for this subset of kinship terms is mi- for 1st person, ni- for 2nd and -ku for 3rd. The only difference from the other subset of kinship terms is the first person possessive.","NCP;DI","ingham2003lakota[13-16]","DIRECT","PSSD","MARKER"
"lako1247_365","lako1247","lako1247_kinship-ku","PSSR PSSD-ku (with 1st person ∅-)","PSSD[AGR:PSSR]","The paradigm used for this subset of kinship terms is ∅- for 1st person, ni- for 2nd and -ku for 3rd. The only difference from the other subset of kinship terms is the first person possessive.","NCP;DI","ingham2003lakota[13-16]","DIRECT","PSSD","MARKER"
"lako1247_366","lako1247","lako1247_SUPPLETIVE","SUPPLETION","SUPPLETION","This is a heterogeneous set of kinship terms with a wide number of possible forms depending on person.","NCP;DI","ingham2003lakota[13-16]",,"SUPPLETION",
"lako1247_367","lako1247","lako1247_inalienable","wic'a-N","UNPOSSESSION","We believe this is an unpossession construction from examples and discussion about inalienables, but it is possible that inalienables can be straightforwardly unpossessed and this only marks an unknown possessor.","NCP;DI","ingham2003lakota[13-16];williamson1984lakhota[44-46];ullrich2011dictionary[649]",,,
"lang1324_368","lang1324","lang1324_inalienable","PSSD PSSR","JUXT","","TH","noonan1992lango[156ff]","DIRECT","JUXT","JUXT"
"lang1324_369","lang1324","lang1324_alienable","PSSD à PSSR","LINKER","","TH","noonan1992lango[156ff]","DIRECT","LINKER","MARKER"
"laoo1244_370","laoo1244","laoo1244_alienable","PSSD khòòng3 PSSR","CLASS","","TH","enfield2007grammar[94]","INDIRECT","CLASS","CLASS"
"laoo1244_371","laoo1244","laoo1244_alienable","PSSD PSSR","JUXT","This construction is more used when the possession is more inalienable (e.g. body).","TH","enfield2007grammar[94]","DIRECT","JUXT","JUXT"
"lavu1241_372","lavu1241","lavu1241_alienable","PSSR person-PSSD","PSSD[AGR:PSSR]","","DI","terrill2003lavukaleve[93,63]","DIRECT","PSSD","MARKER"
"leco1242_373","leco1242","leco1242_body","PSSR-moki PSSD","PSSR","","DI","vandekerke2009leko[297-98];kerke2000leko[33-34];kerke2002leco[251];vandekerke2023pc","DIRECT","PSSR","MARKER"
"leco1242_374","leco1242","leco1242_parentshouse","PSSR-moki PSSD-ki-a","PSSR + PSSD + PSSD[AGR:PSSR]","The source of the -ki for these words, the only thing that differentiates them from alienable possession, is unclear.","DI","vandekerke2009leko[297-98];vandekerke2023pc","DIRECT","PSSR-PSSD","MARKER"
"leco1242_375","leco1242","leco1242_alienable","PSSR-moki PSSD-a-ha","PSSR + PSSD[AGR:PSSR]","The conditions upon which the additional -ha is added remain unclear.","DI","vandekerke2009leko[297-98];kerke2000leko[33-34];vandekerke2023pc","DIRECT","PSSR-PSSD","MARKER"
"lill1248_376","lill1248","lill1248_alienable","PSSD-possession.suffix PSSR","PSSD[AGR:PSSR]","A paradigm of possessive suffixes is used to index the possessor, and an overt noun will follow the third person agreement if present. There appears to be some optionality for marking the plural of a third person.","DI","eijk1997lillooet[145,239-240]","DIRECT","PSSD","MARKER"
"nucl1327_377","nucl1327","nucl1327_body2","PSSR PSSD","JUXT","The PSSR here can be a free pronoun.","TH;DI;NCP","harvey2001limilngan[68]","DIRECT","JUXT","JUXT"
"nucl1327_378","nucl1327","nucl1327_alienable;nucl1327_kin","PSSD-class.agreement.suffix-person","PRO_MARKER","The class marker agrees with the class of the possessed noun. Class I is for humans, so the relevant class marker is used for kinship terms.","TH;DI;NCP","harvey2001limilngan[53]","DIRECT","MARKER","MARKER"
"nucl1327_379","nucl1327","nucl1327_body1","person-PSSD","PRO_MARKER","","TH;DI;NCP","harvey2001limilngan[66]","DIRECT","MARKER","MARKER"
